35200.5,35243.5,35222.0,43.0,,0.0295,13478300.0,1627171594.734726,SEMIANNUAL,122121,BTC-USD-122121,BitMEX
34222.5,34236.0,34229.25,13.5,-2.59550192e-10,0.0,83843150.0,1627171609.930044,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34406.0,34437.5,34421.75,31.5,,0.0056,4972655.0,1627171609.930044,QUARTER,210924,BTC-USD-210924,Kraken Futures
35181.0,35240.0,35210.5,59.0,,0.0287,2388657.0,1627171609.930044,SEMIANNUAL,211231,BTC-USD-211231,Kraken Futures
34212.0,34248.5,34230.25,36.5,,0.0,4573296.0,1627171609.930044,MONTH,210730,BTC-USD-210730,Kraken Futures
34241.0,34242.0,34241.5,1.0,,0.0,1659200658.2946,1627171610.011924,PERPETUAL,,BTC-USD-PERPETUAL,FTX Futures
34779.0,34780.0,34779.5,1.0,,0.0157,145676021.8398,1627171610.011924,QUARTER,210924,BTC-USD-210924,FTX Futures
35598.0,35629.0,35613.5,31.0,,0.0401,105287260.2733,1627171610.011924,SEMIANNUAL,211231,BTC-USD-211231,FTX Futures
35207.6,35207.7,35207.649999999994,0.09999999999854481,,0.0294,,1627171610.4065962,SEMIANNUAL,211231,BTC-USD-211231,Binance COIN-M
34426.3,34426.4,34426.350000000006,0.09999999999854481,,0.0066,,1627171610.4065962,QUARTER,210924,BTC-USD-210924,Binance COIN-M
34201.8,34201.9,34201.850000000006,0.09999999999854481,,0.0,,1627171610.4065962,PERPETUAL,,BTC-USD-PERPETUAL,Binance COIN-M
34211.0,34211.5,34211.25,0.5,-0.000251,0.0,892021500.0,1627171610.70748,PERPETUAL,,BTC-USD-PERPETUAL,BitMEX
34466.0,34473.5,34469.75,7.5,,0.0076,14457800.0,1627171610.70748,QUARTER,092121,BTC-USD-092121,BitMEX
35215.5,35225.0,35220.25,9.5,,0.0295,13478300.0,1627171610.70748,SEMIANNUAL,122121,BTC-USD-122121,BitMEX
34238.5,34249.0,34243.75,10.5,-2.59550192e-10,0.0,83838314.0,1627171625.90565,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34423.0,34454.0,34438.5,31.0,,0.0057,4972655.0,1627171625.90565,QUARTER,210924,BTC-USD-210924,Kraken Futures
35201.5,35240.0,35220.75,38.5,,0.0285,2388657.0,1627171625.90565,SEMIANNUAL,211231,BTC-USD-211231,Kraken Futures
34229.5,34263.5,34246.5,34.0,,0.0001,4573296.0,1627171625.90565,MONTH,210730,BTC-USD-210730,Kraken Futures
34252.0,34253.0,34252.5,1.0,,0.0,1659200658.2946,1627171625.990591,PERPETUAL,,BTC-USD-PERPETUAL,FTX Futures
34788.0,34793.0,34790.5,5.0,,0.0157,145676021.8398,1627171625.990591,QUARTER,210924,BTC-USD-210924,FTX Futures
35619.0,35640.0,35629.5,21.0,,0.0402,105287260.2733,1627171625.990591,SEMIANNUAL,211231,BTC-USD-211231,FTX Futures
35225.6,35225.7,35225.649999999994,0.09999999999854481,,0.0296,,1627171626.3743591,SEMIANNUAL,211231,BTC-USD-211231,Binance COIN-M
34436.0,34436.1,34436.05,0.09999999999854481,,0.0065,,1627171626.3743591,QUARTER,210924,BTC-USD-210924,Binance COIN-M
34214.1,34214.2,34214.149999999994,0.09999999999854481,,0.0,,1627171626.3743591,PERPETUAL,,BTC-USD-PERPETUAL,Binance COIN-M
