price,premium,24h_volume,timestamp,type,expiry,symbol,exchange
68037.0,0.0272,134732316.3117,1636386060.6603131,MONTH,211231,BTC-USD-211231,FTX Futures
70383.0,0.0626,67186565.6215,1636386060.6603131,MONTH,220325,BTC-USD-220325,FTX Futures
66212.5,0.0,5046471116.1027,1636386127.1403494,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67999.0,0.027,134761006.4182,1636386127.1403494,MONTH,211231,BTC-USD-211231,FTX Futures
70359.5,0.0626,67186572.6602,1636386127.1403494,MONTH,220325,BTC-USD-220325,FTX Futures
66159.5,0.0,5051045686.4733,1636386190.3727098,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67949.0,0.027,134804952.4848,1636386190.3727098,MONTH,211231,BTC-USD-211231,FTX Futures
70299.0,0.0626,67187590.5368,1636386190.3727098,MONTH,220325,BTC-USD-220325,FTX Futures
66299.5,0.0,5053755287.0461,1636386253.6042547,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68080.5,0.0269,134837449.6482,1636386253.6042547,MONTH,211231,BTC-USD-211231,FTX Futures
70446.5,0.0625,67188111.1293,1636386253.6042547,MONTH,220325,BTC-USD-220325,FTX Futures
66231.5,0.0,5058265925.058,1636386316.892453,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68033.5,0.0272,135321913.7379,1636386316.892453,MONTH,211231,BTC-USD-211231,FTX Futures
70415.0,0.0632,67705019.5291,1636386316.892453,MONTH,220325,BTC-USD-220325,FTX Futures
66182.5,0.0,5062048073.9139,1636386380.1801472,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67986.5,0.0273,135520029.93,1636386380.1801472,MONTH,211231,BTC-USD-211231,FTX Futures
70365.0,0.0632,67705512.4831,1636386380.1801472,MONTH,220325,BTC-USD-220325,FTX Futures
66313.5,0.0,5064971873.8893,1636386443.7242634,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68118.5,0.0272,135523548.1854,1636386443.7242634,MONTH,211231,BTC-USD-211231,FTX Futures
70507.5,0.0632,67709651.4369,1636386443.7242634,MONTH,220325,BTC-USD-220325,FTX Futures
66422.5,0.0,5081931140.7555,1636386507.5725052,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68237.0,0.0273,135822987.583,1636386507.5725052,MONTH,211231,BTC-USD-211231,FTX Futures
70605.5,0.063,67722949.7785,1636386507.5725052,MONTH,220325,BTC-USD-220325,FTX Futures
66466.5,0.0,5095489764.7683,1636386570.692474,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68283.5,0.0273,136018861.8102,1636386570.692474,MONTH,211231,BTC-USD-211231,FTX Futures
70663.5,0.0631,67719175.2929,1636386570.692474,MONTH,220325,BTC-USD-220325,FTX Futures
66392.5,0.0,5112690655.8889,1636386633.8122685,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68211.0,0.0274,136026671.2179,1636386633.8122685,MONTH,211231,BTC-USD-211231,FTX Futures
70604.0,0.0634,67719543.2381,1636386633.8122685,MONTH,220325,BTC-USD-220325,FTX Futures
66599.5,0.0,5121355476.1272,1636386698.3321862,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68432.0,0.0275,135804196.1893,1636386698.3321862,MONTH,211231,BTC-USD-211231,FTX Futures
70826.5,0.0635,67767360.8827,1636386698.3321862,MONTH,220325,BTC-USD-220325,FTX Futures
66541.5,0.0,5148232630.5021,1636386761.5877855,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68385.5,0.0277,136519621.255,1636386761.5877855,MONTH,211231,BTC-USD-211231,FTX Futures
70775.5,0.0636,67823962.4357,1636386761.5877855,MONTH,220325,BTC-USD-220325,FTX Futures
66476.5,0.0,5157191519.8793,1636386825.3565369,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68312.5,0.0276,136772245.0972,1636386825.3565369,MONTH,211231,BTC-USD-211231,FTX Futures
70724.5,0.0639,67710725.2606,1636386825.3565369,MONTH,220325,BTC-USD-220325,FTX Futures
66486.5,0.0,5163471689.5071,1636386889.7085085,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68341.0,0.0279,137328908.5988,1636386889.7085085,MONTH,211231,BTC-USD-211231,FTX Futures
70721.0,0.0637,67651680.6788,1636386889.7085085,MONTH,220325,BTC-USD-220325,FTX Futures
66471.5,0.0,5165928686.9372,1636386952.7163796,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68324.5,0.0279,137456011.6509,1636386952.7163796,MONTH,211231,BTC-USD-211231,FTX Futures
70714.0,0.0638,67643961.8765,1636386952.7163796,MONTH,220325,BTC-USD-220325,FTX Futures
66468.5,0.0,5167942701.6743,1636387015.948335,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68308.0,0.0277,137640148.7127,1636387015.948335,MONTH,211231,BTC-USD-211231,FTX Futures
70701.5,0.0637,67631958.4752,1636387015.948335,MONTH,220325,BTC-USD-220325,FTX Futures
66477.5,0.0,5168749079.6465,1636387078.9024768,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68308.0,0.0275,137706770.9475,1636387078.9024768,MONTH,211231,BTC-USD-211231,FTX Futures
70695.5,0.0635,67550501.6089,1636387078.9024768,MONTH,220325,BTC-USD-220325,FTX Futures
66566.0,0.0,5168480782.8723,1636387142.1883605,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68418.0,0.0278,137885196.146,1636387142.1883605,MONTH,211231,BTC-USD-211231,FTX Futures
70779.0,0.0633,67566256.6366,1636387142.1883605,MONTH,220325,BTC-USD-220325,FTX Futures
66510.5,0.0,5174448825.9818,1636387205.2523148,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68323.5,0.0273,138045768.9484,1636387205.2523148,MONTH,211231,BTC-USD-211231,FTX Futures
70720.0,0.0633,67584093.8659,1636387205.2523148,MONTH,220325,BTC-USD-220325,FTX Futures
66568.5,0.0,5178601266.2992,1636387269.0443478,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68403.5,0.0276,138041357.3777,1636387269.0443478,MONTH,211231,BTC-USD-211231,FTX Futures
70802.0,0.0636,67517535.2901,1636387269.0443478,MONTH,220325,BTC-USD-220325,FTX Futures
66495.5,0.0,5189882436.5446,1636387332.7938418,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68330.0,0.0276,138195602.8513,1636387332.7938418,MONTH,211231,BTC-USD-211231,FTX Futures
70729.5,0.0637,67602196.6515,1636387332.7938418,MONTH,220325,BTC-USD-220325,FTX Futures
66507.5,0.0,5199279768.7617,1636387395.9024873,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68346.5,0.0277,138218177.1869,1636387395.9024873,MONTH,211231,BTC-USD-211231,FTX Futures
70756.0,0.0639,67708976.9806,1636387395.9024873,MONTH,220325,BTC-USD-220325,FTX Futures
66602.5,0.0,5206568922.6534,1636387461.348384,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68433.5,0.0275,138267029.6244,1636387461.348384,MONTH,211231,BTC-USD-211231,FTX Futures
70848.5,0.0638,67691926.9482,1636387461.348384,MONTH,220325,BTC-USD-220325,FTX Futures
66556.5,0.0,5217834266.2829,1636387525.0282729,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68381.0,0.0274,138502246.6512,1636387525.0282729,MONTH,211231,BTC-USD-211231,FTX Futures
70776.5,0.0634,67703935.6772,1636387525.0282729,MONTH,220325,BTC-USD-220325,FTX Futures
66474.5,0.0,5228672190.7028,1636387588.7115004,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68292.0,0.0273,138734628.1209,1636387588.7115004,MONTH,211231,BTC-USD-211231,FTX Futures
70710.5,0.0637,67741495.333,1636387588.7115004,MONTH,220325,BTC-USD-220325,FTX Futures
66456.5,0.0,5226510698.5427,1636387651.8845012,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68281.0,0.0275,138697045.9365,1636387651.8845012,MONTH,211231,BTC-USD-211231,FTX Futures
70675.5,0.0635,67740505.7009,1636387651.8845012,MONTH,220325,BTC-USD-220325,FTX Futures
66424.0,0.0,5223163566.6765,1636387717.972568,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68255.0,0.0276,138712159.4964,1636387717.972568,MONTH,211231,BTC-USD-211231,FTX Futures
70659.5,0.0638,67707395.2052,1636387717.972568,MONTH,220325,BTC-USD-220325,FTX Futures
66355.5,0.0,5226639556.7828,1636387781.240179,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68181.0,0.0275,138801993.1958,1636387781.240179,MONTH,211231,BTC-USD-211231,FTX Futures
70584.5,0.0637,67871350.7732,1636387781.240179,MONTH,220325,BTC-USD-220325,FTX Futures
66360.5,0.0,5230005203.7273,1636387844.1565232,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68190.0,0.0276,138912386.1119,1636387844.1565232,MONTH,211231,BTC-USD-211231,FTX Futures
70588.5,0.0637,67940047.1046,1636387844.1565232,MONTH,220325,BTC-USD-220325,FTX Futures
66364.5,0.0,5229446906.2425,1636387909.01221,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68195.0,0.0276,139042372.0474,1636387909.01221,MONTH,211231,BTC-USD-211231,FTX Futures
70598.0,0.0638,67920982.0169,1636387909.01221,MONTH,220325,BTC-USD-220325,FTX Futures
66359.5,0.0,5231055173.451,1636387972.0765224,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68196.5,0.0277,139073411.2921,1636387972.0765224,MONTH,211231,BTC-USD-211231,FTX Futures
70581.0,0.0636,67913369.8914,1636387972.0765224,MONTH,220325,BTC-USD-220325,FTX Futures
66330.5,0.0,5229496255.1262,1636388035.084464,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68153.0,0.0275,139016738.9189,1636388035.084464,MONTH,211231,BTC-USD-211231,FTX Futures
70549.0,0.0636,67886447.2966,1636388035.084464,MONTH,220325,BTC-USD-220325,FTX Futures
66326.5,0.0,5230727878.9028,1636388099.9984865,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68146.0,0.0274,139019072.6695,1636388099.9984865,MONTH,211231,BTC-USD-211231,FTX Futures
70553.0,0.0637,67855584.9524,1636388099.9984865,MONTH,220325,BTC-USD-220325,FTX Futures
66277.5,0.0,5233485443.4893,1636388163.630131,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68088.5,0.0273,139066042.3082,1636388163.630131,MONTH,211231,BTC-USD-211231,FTX Futures
70471.0,0.0633,68023732.5522,1636388163.630131,MONTH,220325,BTC-USD-220325,FTX Futures
66285.5,0.0,5240100752.4374,1636388227.5026195,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68093.5,0.0273,139086489.681,1636388227.5026195,MONTH,211231,BTC-USD-211231,FTX Futures
70479.0,0.0633,68030226.2223,1636388227.5026195,MONTH,220325,BTC-USD-220325,FTX Futures
66224.5,0.0,5245191468.3828,1636388290.9002326,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68036.5,0.0274,139184087.5524,1636388290.9002326,MONTH,211231,BTC-USD-211231,FTX Futures
70431.0,0.0635,68041575.679,1636388290.9002326,MONTH,220325,BTC-USD-220325,FTX Futures
66205.5,0.0,5244018987.2637,1636388353.9086585,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68001.5,0.0271,139172808.7887,1636388353.9086585,MONTH,211231,BTC-USD-211231,FTX Futures
70383.0,0.0631,68011127.49,1636388353.9086585,MONTH,220325,BTC-USD-220325,FTX Futures
66258.5,0.0,5251551381.3904,1636388416.9724264,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68047.0,0.027,139653181.1162,1636388416.9724264,MONTH,211231,BTC-USD-211231,FTX Futures
70442.0,0.0631,67997361.8364,1636388416.9724264,MONTH,220325,BTC-USD-220325,FTX Futures
66196.5,0.0,5251740520.3256,1636388480.092449,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68006.0,0.0273,139660132.8758,1636388480.092449,MONTH,211231,BTC-USD-211231,FTX Futures
70399.5,0.0635,68001600.0989,1636388480.092449,MONTH,220325,BTC-USD-220325,FTX Futures
66210.5,0.0,5256885916.4312,1636388544.9484863,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
68011.5,0.0272,139668494.8069,1636388544.9484863,MONTH,211231,BTC-USD-211231,FTX Futures
70399.5,0.0633,67985041.3442,1636388544.9484863,MONTH,220325,BTC-USD-220325,FTX Futures
66172.5,0.0,5255485483.819,1636388609.5084372,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67998.0,0.0276,139592858.8118,1636388609.5084372,MONTH,211231,BTC-USD-211231,FTX Futures
70385.5,0.0637,67958253.0913,1636388609.5084372,MONTH,220325,BTC-USD-220325,FTX Futures
66169.5,0.0,5256671695.3115,1636388675.0525022,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67977.5,0.0273,139667103.5595,1636388675.0525022,MONTH,211231,BTC-USD-211231,FTX Futures
70365.0,0.0634,67947696.4233,1636388675.0525022,MONTH,220325,BTC-USD-220325,FTX Futures
66150.5,0.0,5259318867.2707,1636388738.172503,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67949.5,0.0272,139649908.3699,1636388738.172503,MONTH,211231,BTC-USD-211231,FTX Futures
70352.5,0.0635,67944959.7808,1636388738.172503,MONTH,220325,BTC-USD-220325,FTX Futures
66152.5,0.0,5261319148.8851,1636388801.0683887,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67953.0,0.0272,139623612.3762,1636388801.0683887,MONTH,211231,BTC-USD-211231,FTX Futures
70356.5,0.0636,67936870.9806,1636388801.0683887,MONTH,220325,BTC-USD-220325,FTX Futures
66140.5,0.0,5263677092.7019,1636388864.5802464,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67934.0,0.0271,139602985.432,1636388864.5802464,MONTH,211231,BTC-USD-211231,FTX Futures
70335.0,0.0634,67937567.4682,1636388864.5802464,MONTH,220325,BTC-USD-220325,FTX Futures
66103.5,0.0,5269604164.1111,1636388929.548568,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67893.0,0.0271,139578134.384,1636388929.548568,MONTH,211231,BTC-USD-211231,FTX Futures
70297.5,0.0634,67967529.7794,1636388929.548568,MONTH,220325,BTC-USD-220325,FTX Futures
66105.5,0.0,5276150092.9206,1636388992.516167,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67893.0,0.027,139661363.5027,1636388992.516167,MONTH,211231,BTC-USD-211231,FTX Futures
70297.0,0.0634,68229738.2645,1636388992.516167,MONTH,220325,BTC-USD-220325,FTX Futures
66132.5,0.0,5278015349.1172,1636389057.2402852,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67899.0,0.0267,139663497.3443,1636389057.2402852,MONTH,211231,BTC-USD-211231,FTX Futures
70315.5,0.0633,68240515.0266,1636389057.2402852,MONTH,220325,BTC-USD-220325,FTX Futures
66052.5,0.0,5279889845.393,1636389120.228068,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67828.0,0.0269,139652928.9276,1636389120.228068,MONTH,211231,BTC-USD-211231,FTX Futures
70236.0,0.0633,68256485.9903,1636389120.228068,MONTH,220325,BTC-USD-220325,FTX Futures
66055.5,0.0,5287914395.5526,1636389183.572449,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67840.0,0.027,139633449.4212,1636389183.572449,MONTH,211231,BTC-USD-211231,FTX Futures
70242.5,0.0634,68229156.2099,1636389183.572449,MONTH,220325,BTC-USD-220325,FTX Futures
66047.5,0.0,5289080163.5937,1636389246.7484818,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67833.0,0.027,139630899.0284,1636389246.7484818,MONTH,211231,BTC-USD-211231,FTX Futures
70224.0,0.0632,68224571.5134,1636389246.7484818,MONTH,220325,BTC-USD-220325,FTX Futures
66006.5,0.0,5298248138.837,1636389309.868375,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67777.0,0.0268,139717148.0553,1636389309.868375,MONTH,211231,BTC-USD-211231,FTX Futures
70176.5,0.0632,68231215.2492,1636389309.868375,MONTH,220325,BTC-USD-220325,FTX Futures
66148.5,0.0,5301084639.9339,1636389372.9880702,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67926.5,0.0269,139779787.4959,1636389372.9880702,MONTH,211231,BTC-USD-211231,FTX Futures
70326.0,0.0632,68266806.358,1636389372.9880702,MONTH,220325,BTC-USD-220325,FTX Futures
66227.5,0.0,5311643578.099,1636389435.9963603,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67995.5,0.0267,139786807.1282,1636389435.9963603,MONTH,211231,BTC-USD-211231,FTX Futures
70396.0,0.0629,68326795.6773,1636389435.9963603,MONTH,220325,BTC-USD-220325,FTX Futures
66152.5,0.0,5318129996.4708,1636389499.5642457,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67943.0,0.0271,139840978.6179,1636389499.5642457,MONTH,211231,BTC-USD-211231,FTX Futures
70328.5,0.0631,68338329.595,1636389499.5642457,MONTH,220325,BTC-USD-220325,FTX Futures
66120.5,0.0,5319636971.021,1636389562.8525414,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67890.0,0.0268,139866083.9983,1636389562.8525414,MONTH,211231,BTC-USD-211231,FTX Futures
70284.5,0.063,68334256.6892,1636389562.8525414,MONTH,220325,BTC-USD-220325,FTX Futures
66152.5,0.0,5320422802.963,1636389627.9887187,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67936.0,0.027,139830499.0548,1636389627.9887187,MONTH,211231,BTC-USD-211231,FTX Futures
70332.0,0.0632,68313774.7047,1636389627.9887187,MONTH,220325,BTC-USD-220325,FTX Futures
66148.5,0.0,5321994131.5712,1636389691.1643293,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67927.0,0.0269,139821814.9111,1636389691.1643293,MONTH,211231,BTC-USD-211231,FTX Futures
70315.0,0.063,68300999.6327,1636389691.1643293,MONTH,220325,BTC-USD-220325,FTX Futures
66085.5,0.0,5321238165.4079,1636389754.3404336,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67852.0,0.0267,139760106.433,1636389754.3404336,MONTH,211231,BTC-USD-211231,FTX Futures
70260.0,0.0632,68366104.6051,1636389754.3404336,MONTH,220325,BTC-USD-220325,FTX Futures
66118.5,0.0,5320839335.8121,1636389817.8544762,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67879.5,0.0266,139666849.5379,1636389817.8544762,MONTH,211231,BTC-USD-211231,FTX Futures
70279.5,0.0629,68355011.6089,1636389817.8544762,MONTH,220325,BTC-USD-220325,FTX Futures
66098.5,0.0,5319679848.7668,1636389880.916399,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67866.5,0.0267,139521144.9417,1636389880.916399,MONTH,211231,BTC-USD-211231,FTX Futures
70264.0,0.063,68308630.0607,1636389880.916399,MONTH,220325,BTC-USD-220325,FTX Futures
66144.5,0.0,5319263321.0352,1636389944.0922751,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67909.5,0.0267,139456768.5626,1636389944.0922751,MONTH,211231,BTC-USD-211231,FTX Futures
70304.0,0.0629,68259122.361,1636389944.0922751,MONTH,220325,BTC-USD-220325,FTX Futures
66111.5,0.0,5316960003.605,1636390007.18813,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67874.5,0.0267,139386726.1041,1636390007.18813,MONTH,211231,BTC-USD-211231,FTX Futures
70277.5,0.063,68200976.79,1636390007.18813,MONTH,220325,BTC-USD-220325,FTX Futures
66120.5,0.0,5316262776.6509,1636390070.8122702,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67878.5,0.0266,139287704.5,1636390070.8122702,MONTH,211231,BTC-USD-211231,FTX Futures
70277.0,0.0629,68174553.2459,1636390070.8122702,MONTH,220325,BTC-USD-220325,FTX Futures
66154.5,0.0,5316476051.181,1636390133.708371,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67914.5,0.0266,139195474.525,1636390133.708371,MONTH,211231,BTC-USD-211231,FTX Futures
70325.0,0.063,68170587.5971,1636390133.708371,MONTH,220325,BTC-USD-220325,FTX Futures
66105.5,0.0,5318003632.7436,1636390196.7184792,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67867.5,0.0267,139181820.21,1636390196.7184792,MONTH,211231,BTC-USD-211231,FTX Futures
70277.5,0.0631,68151770.2917,1636390196.7184792,MONTH,220325,BTC-USD-220325,FTX Futures
66116.5,0.0,5319209731.11,1636390262.524088,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67876.5,0.0266,139172531.0077,1636390262.524088,MONTH,211231,BTC-USD-211231,FTX Futures
70279.5,0.063,68120615.3932,1636390262.524088,MONTH,220325,BTC-USD-220325,FTX Futures
66112.5,0.0,5319457574.8357,1636390326.3723376,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67865.5,0.0265,139157921.3961,1636390326.3723376,MONTH,211231,BTC-USD-211231,FTX Futures
70273.0,0.0629,68074694.7161,1636390326.3723376,MONTH,220325,BTC-USD-220325,FTX Futures
66110.5,0.0,5320255038.1309,1636390389.380665,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67867.0,0.0266,139140271.1702,1636390389.380665,MONTH,211231,BTC-USD-211231,FTX Futures
70275.0,0.063,68051711.3493,1636390389.380665,MONTH,220325,BTC-USD-220325,FTX Futures
66116.5,0.0,5321053900.7687,1636390454.1245594,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67869.5,0.0265,139137857.3157,1636390454.1245594,MONTH,211231,BTC-USD-211231,FTX Futures
70276.0,0.0629,68019524.2993,1636390454.1245594,MONTH,220325,BTC-USD-220325,FTX Futures
66114.5,0.0,5318102701.6031,1636390517.3003316,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67869.5,0.0265,138966685.9401,1636390517.3003316,MONTH,211231,BTC-USD-211231,FTX Futures
70280.5,0.063,67819728.5311,1636390517.3003316,MONTH,220325,BTC-USD-220325,FTX Futures
65996.5,0.0,5320506461.0327,1636390580.756256,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67759.5,0.0267,139036981.4285,1636390580.756256,MONTH,211231,BTC-USD-211231,FTX Futures
70161.5,0.0631,67876512.1189,1636390580.756256,MONTH,220325,BTC-USD-220325,FTX Futures
66037.5,0.0,5326617988.9523,1636390643.6525447,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67793.0,0.0266,139012370.2387,1636390643.6525447,MONTH,211231,BTC-USD-211231,FTX Futures
70183.5,0.0628,67976302.9938,1636390643.6525447,MONTH,220325,BTC-USD-220325,FTX Futures
66013.5,0.0,5330171937.2098,1636390707.1647844,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67768.5,0.0266,138999811.8419,1636390707.1647844,MONTH,211231,BTC-USD-211231,FTX Futures
70148.5,0.0626,67948620.1177,1636390707.1647844,MONTH,220325,BTC-USD-220325,FTX Futures
65999.5,0.0,5333501833.7476,1636390770.116531,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67756.5,0.0266,138979301.856,1636390770.116531,MONTH,211231,BTC-USD-211231,FTX Futures
70150.5,0.0629,67930919.0298,1636390770.116531,MONTH,220325,BTC-USD-220325,FTX Futures
66016.5,0.0,5333737018.7229,1636390833.2217753,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67776.5,0.0267,138956066.0051,1636390833.2217753,MONTH,211231,BTC-USD-211231,FTX Futures
70158.0,0.0627,67799285.0998,1636390833.2217753,MONTH,220325,BTC-USD-220325,FTX Futures
66033.5,0.0,5329553333.8552,1636390898.5324566,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67793.0,0.0266,138966041.2677,1636390898.5324566,MONTH,211231,BTC-USD-211231,FTX Futures
70166.5,0.0626,67740615.9814,1636390898.5324566,MONTH,220325,BTC-USD-220325,FTX Futures
66053.5,0.0,5332272419.8534,1636390961.6364288,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67814.5,0.0267,138932386.0616,1636390961.6364288,MONTH,211231,BTC-USD-211231,FTX Futures
70190.0,0.0626,67693109.3261,1636390961.6364288,MONTH,220325,BTC-USD-220325,FTX Futures
65995.5,0.0,5333605309.1005,1636391024.588513,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67768.5,0.0269,138991618.704,1636391024.588513,MONTH,211231,BTC-USD-211231,FTX Futures
70151.0,0.063,67649232.0107,1636391024.588513,MONTH,220325,BTC-USD-220325,FTX Futures
66025.5,0.0,5337774798.2897,1636391087.6525574,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67795.0,0.0268,138974080.0004,1636391087.6525574,MONTH,211231,BTC-USD-211231,FTX Futures
70164.5,0.0627,67621667.1088,1636391087.6525574,MONTH,220325,BTC-USD-220325,FTX Futures
66061.5,0.0,5339820966.3862,1636391150.660386,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67837.0,0.0269,138955040.7846,1636391150.660386,MONTH,211231,BTC-USD-211231,FTX Futures
70212.5,0.0628,67594104.7011,1636391150.660386,MONTH,220325,BTC-USD-220325,FTX Futures
66057.5,0.0,5341217294.8153,1636391214.3449366,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67827.5,0.0268,138949766.6541,1636391214.3449366,MONTH,211231,BTC-USD-211231,FTX Futures
70185.5,0.0625,67566007.208,1636391214.3449366,MONTH,220325,BTC-USD-220325,FTX Futures
66172.5,0.0,5341845117.9074,1636391277.292522,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67929.5,0.0266,138940246.9685,1636391277.292522,MONTH,211231,BTC-USD-211231,FTX Futures
70299.5,0.0624,67538449.2245,1636391277.292522,MONTH,220325,BTC-USD-220325,FTX Futures
66150.5,0.0,5353024780.0785,1636391340.804237,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67917.5,0.0267,139045199.4608,1636391340.804237,MONTH,211231,BTC-USD-211231,FTX Futures
70276.5,0.0624,67496179.8194,1636391340.804237,MONTH,220325,BTC-USD-220325,FTX Futures
66108.5,0.0,5355216935.5192,1636391404.2042358,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67875.5,0.0267,139061421.1957,1636391404.2042358,MONTH,211231,BTC-USD-211231,FTX Futures
70234.5,0.0624,67466393.8009,1636391404.2042358,MONTH,220325,BTC-USD-220325,FTX Futures
66121.5,0.0,5356891108.4037,1636391467.2745185,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67892.5,0.0268,139049749.0134,1636391467.2745185,MONTH,211231,BTC-USD-211231,FTX Futures
70247.0,0.0624,67336372.3547,1636391467.2745185,MONTH,220325,BTC-USD-220325,FTX Futures
66044.5,0.0,5358691930.5154,1636391530.7243392,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67807.5,0.0267,139077354.6665,1636391530.7243392,MONTH,211231,BTC-USD-211231,FTX Futures
70157.0,0.0623,67311487.5353,1636391530.7243392,MONTH,220325,BTC-USD-220325,FTX Futures
66002.5,0.0,5371979821.2568,1636391594.2925131,PERPETUAL,100101,BTC-USD-PERPETUAL,FTX Futures
67766.0,0.0267,139100059.9715,1636391594.2925131,MONTH,211231,BTC-USD-211231,FTX Futures
